v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,class
97,5,1,5,160,883.7700195,0.07,14,63.13000107,12372.78027,0.289999992,687.3800049,51,19,25,0,10,92,571,396,138,1
58,9,9,2,139,758.8599854,0.050000001,20.89999962,36.31000137,15860.19043,0.25,881.1199951,44,7,5,0,17,80,544,366,34,1
18,3,1,2,63,315,0.059999999,17.36000061,18.14999962,5467.5,0.109999999,303.75,15,0,3,0,16,42,321,203,100,1
60,19,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,82,1
16,2,1,2,63,302.8599854,0.100000001,9.970000267,30.38999939,3018.540039,0.100000001,167.6999969,12,0,2,0,9,49,354,159,71,1
4,1,1,1,7,19.64999962,0.5,2,9.829999924,39.29999924,0.01,2.180000067,2,0,0,0,41,89,353,231,1,1
87,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1
129,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,1
76,11,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,53,1
83,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,34,1
125,15,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,70,1
129,16,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,73,1
128,16,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,73,1
129,16,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,73,1
130,17,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,76,1
92,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,34,1
92,22,15,11,403,2671.629883,0.029999999,31.87999916,83.80999756,85162.79688,0.889999986,4731.27002,79,4,9,0,25,141,179,103,92,1
70,15,12,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,70,1
90,23,21,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,84,1
68,20,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,76,1
89,21,19,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,80,1
97,23,21,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,84,1
83,21,19,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,80,1
27,5,3,3,47,212.6100006,0.090000004,11.69999981,18.17000008,2487.51001,0.07,138.1900024,22,0,3,0,9,4,252,104,138,1
48,12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,59,1
351,30,25,18,676,4366.580078,0.02,48.29999924,90.41000366,210905.6094,1.460000038,11716.98047,223,107,11,2,22,132,355,207,111,1
48,11,1,11,142,784.3499756,0.050000001,20.37999916,38.47999954,15988.58984,0.25999999,888.25,43,1,1,1,19,82,558,359,39,1
80,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,59,1
4,1,1,1,7,19.64999962,0.400000006,2.5,7.860000134,49.13000107,0.01,2.730000019,2,0,0,0,54,71,422,125,1,1
4,1,1,1,7,19.64999962,0.400000006,2.5,7.860000134,49.13000107,0.01,2.730000019,2,0,0,0,54,71,422,125,1,1
6,2,1,1,22,88,0.150000006,6.599999905,13.32999992,580.7999878,0.029999999,32.27000046,4,0,0,0,7,113,103,387,71,1
4,1,1,1,7,19.64999962,0.400000006,2.5,7.860000134,49.13000107,0.01,2.730000019,2,0,0,0,54,71,422,125,1,1
6,1,1,1,31,111.1299973,0.159999996,6.300000191,17.63999939,700.1400146,0.039999999,38.90000153,4,0,0,0,61,113,174,452,1,1
16,4,3,2,32,142.6999969,0.07,13.93000031,10.25,1987.630005,0.050000001,110.4199982,11,0,3,0,11,137,138,41,120,1
4,1,1,1,10,33.22000122,0.330000013,3,11.06999969,99.66000366,0.01,5.539999962,2,0,0,0,58,101,466,303,1,1
87,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,120,1
77,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,51,1
37,7,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,1
27,6,4,4,72,356.7000122,0.059999999,17,20.97999954,6063.939941,0.119999997,336.8900146,21,0,4,0,14,42,384,212,10,1
32,6,6,3,107,553.1799927,0.029999999,33,16.76000023,18255.00977,0.180000007,1014.169983,25,0,5,0,21,42,489,314,10,1
7,1,1,1,31,111.1299973,0.159999996,6.300000191,17.63999939,700.1400146,0.039999999,38.90000153,4,0,0,0,61,113,174,452,1,1
26,4,3,2,50,235.0200043,0.100000001,10,23.5,2350.219971,0.079999998,130.5700073,16,0,5,3,9,33,264,126,120,1
13,3,3,2,35,158.3200073,0.119999997,8.180000305,19.35000038,1295.380005,0.050000001,71.97000122,9,0,2,0,8,15,152,67,100,1
23,4,3,2,53,262.5700073,0.07,14.53999996,18.05999947,3817.399902,0.090000004,212.0800018,16,0,3,2,16,33,283,137,120,1
74,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,1
34,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,1
28,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,1
4,1,1,1,7,19.64999962,0.400000006,2.5,7.860000134,49.13000107,0.01,2.730000019,2,0,0,0,54,71,422,125,1,1
4,1,1,1,7,19.64999962,0.400000006,2.5,7.860000134,49.13000107,0.01,2.730000019,2,0,0,0,54,71,422,125,1,1
29,4,4,3,63,306.0499878,0.079999998,11.78999996,25.96999931,3607.050049,0.100000001,200.3899994,19,4,3,0,11,42,361,147,120,1
24,5,1,5,58,250.6699982,0.129999995,7.670000076,32.70000076,1921.819946,0.079999998,106.7699966,21,0,1,0,65,25,312,159,138,1
23,5,1,2,57,276.8999939,0.140000001,6.909999847,40.09000015,1912.369995,0.090000004,106.2399979,21,0,0,0,9,55,354,92,112,1
32,6,1,1,54,229.3899994,0.189999998,5.309999943,43.22000122,1217.52002,0.079999998,67.63999939,24,0,3,3,58,33,273,159,10,1
87,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,59,1
24,6,6,2,73,339,0.039999999,24.88999939,13.61999989,8437.370117,0.109999999,468.7399902,17,0,4,0,13,161,392,212,10,1
21,3,1,1,40,166.8000031,0.050000001,18.20000076,9.159999847,3035.709961,0.059999999,168.6499939,16,0,3,0,9,113,220,54,100,1
23,3,1,2,47,209.5899963,0.050000001,18.20999908,11.51000023,3817.590088,0.07,212.0899963,17,0,4,0,11,137,264,92,100,1
97,27,25,6,364,2113.879883,0.02,48.38000107,43.70000076,102258.8125,0.699999988,5681.040039,85,3,7,0,23,92,191,40,105,1
52,7,1,5,160,845.6599731,0.029999999,29.56999969,28.60000038,25007.5,0.280000001,1389.310059,46,0,4,0,16,73,563,407,22,1
43,15,11,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,70,1
36,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,59,1
126,10,6,5,263,1390.060059,0.02,58.95000076,23.57999992,81940.42969,0.460000008,4552.25,67,21,30,1,19,69,93,21,51,1
45,11,3,3,105,566.1900024,0.039999999,23.32999992,24.27000046,13211.17969,0.189999998,733.9500122,29,7,6,1,23,66,508,273,51,1
11,2,1,2,19,65.73000336,0.159999996,6.130000114,10.72999954,402.5899963,0.02,22.37000084,9,0,0,0,61,101,49,412,71,1
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4,1,1,1,7,19.64999962,0.400000006,2.5,7.860000134,49.13000107,0.01,2.730000019,2,0,0,0,54,71,422,125,1,1
35,8,8,2,69,331.7099915,0.039999999,24.28000069,13.65999985,8053.120117,0.109999999,447.3999939,18,9,5,1,17,161,399,159,34,1
23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
26,5,1,2,59,307.3599854,0.109999999,8.930000305,34.43999863,2743.169922,0.100000001,152.3999939,24,0,0,0,14,72,340,137,112,1
13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
33,5,1,2,101,541.1099854,0.050000001,19.86000061,27.23999977,10748.46973,0.180000007,597.1400146,25,0,6,0,17,75,446,332,138,1
21,3,1,3,61,249.3399963,0.079999998,12.38000011,20.14999962,3085.52002,0.079999998,171.4199982,16,0,3,0,66,148,347,147,100,1
11,1,1,1,36,137.0599976,0.140000001,7,19.57999992,959.4500122,0.050000001,53.29999924,6,0,2,1,61,137,174,54,1,1
15,2,1,2,24,96,0.170000002,5.789999962,16.59000015,555.4299927,0.029999999,30.86000061,10,0,2,0,66,137,91,452,71,1
38,29,17,14,247,1245.969971,0.029999999,33.79999924,36.86000061,42113.62891,0.419999987,2339.649902,28,2,5,1,9,72,82,10,109,1
38,29,17,14,247,1245.969971,0.029999999,33.79999924,36.86000061,42113.62891,0.419999987,2339.649902,28,2,5,1,9,72,82,10,109,1
187,17,15,7,288,1522.199951,0.02,50.13999939,30.36000061,76327.25,0.50999999,4240.399902,81,24,79,1,16,73,116,27,76,1
34,4,1,4,85,417.0899963,0.100000001,9.75,42.77999878,4066.590088,0.140000001,225.9199982,27,0,5,0,4,72,399,298,120,1
55,4,1,4,130,737.4199829,0.129999995,7.440000057,99.12999725,5485.649902,0.25,304.7600098,37,6,10,0,4,104,504,391,120,1
23,3,1,3,96,461.5100098,0.109999999,9,51.27999878,4153.549805,0.150000006,230.75,16,0,4,1,65,72,429,328,100,1
23,3,1,3,96,461.5100098,0.109999999,9,51.27999878,4153.549805,0.150000006,230.75,17,0,4,0,65,72,429,328,100,1
9,2,1,2,24,96,0.180000007,5.5,17.45000076,528,0.029999999,29.32999992,6,0,1,0,65,148,65,17,71,1
102,21,21,17,371,2250.52002,0.029999999,31.5,71.44999695,70891.35156,0.75,3938.409912,67,13,15,5,20,109,189,52,90,1
37,3,3,3,118,644.210022,0.07,14.17000008,45.47000122,9126.349609,0.209999993,507.019989,29,1,4,0,14,85,520,328,100,1
39,7,5,5,132,687.6500244,0.050000001,20.82999992,33.02000046,14320.26953,0.230000004,795.5700073,25,5,6,0,14,72,542,345,22,1
27,3,1,3,54,264.9700012,0.109999999,9.18999958,28.84000015,2434.429932,0.090000004,135.25,22,0,2,0,10,55,293,137,100,1
126,9,1,9,366,2096.419922,0.029999999,39.95999908,52.47000122,83764.27344,0.699999988,4653.569824,94,13,17,0,17,94,178,58,44,1
38,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,34,1
20,4,1,2,43,185.8399963,0.100000001,9.779999733,19.01000023,1817.130005,0.059999999,100.9499969,16,0,2,0,7,161,229,80,120,1
42,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1
66,16,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,73,1
71,5,1,4,279,1680.23999,0.050000001,21.54999924,77.97000122,36210.89844,0.560000002,2011.719971,55,0,14,0,13,112,87,45,138,1
28,8,7,1,150,792.8099976,0.039999999,25.26000023,31.37999916,20028.89063,0.25999999,1112.719971,23,0,3,0,19,69,11,342,34,1
36,6,6,3,74,351.8599854,0.039999999,22.54999924,15.60999966,7932.879883,0.119999997,440.7200012,27,0,2,0,13,15,376,240,10,1
49,3,1,2,35,136.7400055,0.119999997,8.569999695,15.94999981,1172.069946,0.050000001,65.11000061,15,11,21,0,65,137,152,67,100,1
6,1,1,1,11,36.54000092,0.330000013,3,12.18000031,109.6200027,0.01,6.090000153,2,0,1,0,58,101,507,303,1,1
7,2,1,1,14,48.43000031,0.280000001,3.599999905,13.44999981,174.3600006,0.02,9.68999958,5,0,0,0,58,113,535,387,71,1
92,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,82,1
20,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,138,1
27,3,1,2,151,761.7000122,0.039999999,27.76000023,27.43000031,21148.4707,0.25,1174.920044,22,0,3,0,13,62,565,385,100,1
55,6,4,4,158,816.8499756,0.029999999,36.13999939,22.60000038,29523.23047,0.270000011,1640.180054,37,12,3,1,21,42,38,332,3,1
8,1,1,1,15,51.88999939,0.340000004,2.920000076,17.79000092,151.3500061,0.02,8.409999847,5,1,0,0,54,125,535,412,1,1
26,3,1,2,73,350.9400024,0.059999999,16.67000008,21.05999947,5848.950195,0.119999997,324.9400024,17,4,3,0,13,25,411,182,100,1
55,4,3,1,188,948.3499756,0.029999999,33.40999985,28.37999916,31685.91992,0.319999993,1760.329956,43,3,7,0,13,62,45,414,120,1
69,2,1,2,586,3973.879883,0.119999997,8.390000343,473.4100037,33357.64063,1.320000052,1853.199951,62,2,3,0,58,10,258,224,71,1
10,2,1,2,18,62.27000046,0.400000006,2.5,24.90999985,155.6699982,0.02,8.649999619,8,0,0,0,54,125,49,387,71,1
52,3,1,3,128,733.1699829,0.119999997,8.340000153,87.90000153,6115.740234,0.239999995,339.7600098,21,11,14,4,8,104,512,377,100,1
15,2,1,2,47,206.4400024,0.140000001,7.380000114,27.95999908,1524.469971,0.07,84.69000244,10,0,3,0,65,33,185,171,71,1
139,12,1,6,485,2853.080078,0.02,47.5,60.06000137,135521.3906,0.949999988,7528.970215,97,29,8,3,17,102,247,127,59,1
25,3,1,2,55,237.7100067,0.109999999,9.409999847,25.26000023,2236.600098,0.079999998,124.2600021,19,0,4,0,66,15,283,159,100,1
14,1,1,1,74,347.8299866,0.109999999,9.380000114,37.09999847,3260.929932,0.119999997,181.1600037,8,0,4,0,4,55,384,232,1,1
8,1,1,1,31,114.7099991,0.300000012,3.329999924,34.40999985,382.3800049,0.039999999,21.23999977,6,0,0,0,41,161,103,67,1,1
406,33,1,33,1057,6293.589844,0.029999999,33.18999863,189.6499939,208853.7969,2.099999905,11602.99023,355,20,29,0,65,118,473,326,117,1
92,15,5,12,212,1208.48999,0.039999999,27.87000084,43.36999893,33676.67969,0.400000006,1870.930054,59,21,10,0,21,90,73,427,70,1
69,9,1,6,208,1106.959961,0.029999999,34.38000107,32.20000076,38058.37109,0.370000005,2114.350098,50,7,9,1,19,73,72,427,44,1
87,1,1,1,155,959.4199829,0.449999988,2.230000019,429.8699951,2141.320068,0.319999993,118.9599991,38,15,32,0,41,136,530,428,1,1
58,1,1,1,118,679.0800171,0.430000007,2.319999933,292.7099915,1575.459961,0.230000004,87.52999878,29,5,22,0,41,114,467,382,1,1
64,1,1,1,137,839.710022,0.49000001,2.019999981,413.5899963,1704.869995,0.280000001,94.70999908,36,0,28,0,41,133,508,401,1,1
61,2,1,2,118,685.2700195,0.25,4.070000172,168.3099976,2790.02002,0.230000004,155,29,9,21,0,61,112,474,377,71,1
33,7,5,4,102,531.3599854,0.07,14,37.95000076,7439.100098,0.180000007,413.2799988,29,0,4,0,10,77,452,332,22,1
8,2,1,2,25,102.1900024,0.159999996,6.190000057,16.52000046,632.2800293,0.029999999,35.13000107,6,0,0,0,66,148,78,17,71,1
48,9,8,4,147,787.5599976,0.02,41.65000153,18.90999985,32799.55078,0.25999999,1822.199951,40,0,8,0,23,62,556,385,44,1
87,10,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,51,1
26,3,1,3,63,292.5599976,0.109999999,9.430000305,31.03000069,2758.449951,0.100000001,153.25,8,13,3,0,7,42,347,171,100,1
7,3,1,3,46,191.8200073,0.140000001,7.199999809,26.63999939,1381.079956,0.059999999,76.73000336,4,0,1,0,65,4,241,104,100,1
11,1,1,1,17,60.93999863,0.200000003,4.900000095,12.43999958,298.6300049,0.02,16.59000015,5,0,3,1,61,113,4,412,1,1
31,3,1,3,88,451.3800049,0.109999999,8.93999958,50.5,4034.179932,0.150000006,224.1199951,23,0,6,0,7,78,416,298,100,1
129,16,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,69,1
20,11,1,2,128,685.7700195,0.050000001,18.23999977,37.59999847,12508.37988,0.230000004,694.9099731,19,0,1,0,13,80,512,377,53,1
20,7,7,2,103,472.25,0.050000001,19.45999908,24.27000046,9190.730469,0.159999996,510.6000061,20,0,0,0,7,33,457,332,22,1
12,4,4,3,46,225.7200012,0.119999997,8.31000042,27.14999962,1876.27002,0.079999998,104.2399979,8,0,2,0,10,55,229,115,120,1
63,9,5,2,106,520.1300049,0.039999999,24.56999969,21.17000008,12780.34961,0.170000002,710.0200195,16,22,14,9,13,42,481,318,44,1
18,2,1,1,31,142.1300049,0.119999997,8.399999619,16.92000008,1193.920044,0.050000001,66.33000183,13,1,2,0,10,4,138,30,71,1
27,10,10,5,93,488.0599976,0.059999999,15.78999996,30.92000008,7704.330078,0.159999996,428.019989,21,0,4,0,14,73,442,298,51,1
17,2,1,1,31,142.1300049,0.119999997,8.399999619,16.92000008,1193.920044,0.050000001,66.33000183,13,1,1,0,10,4,138,30,71,1
17,2,1,1,31,142.1300049,0.119999997,8.399999619,16.92000008,1193.920044,0.050000001,66.33000183,13,1,1,0,10,4,138,30,71,1
35,10,9,7,90,412.6499939,0.039999999,24.5,16.84000015,10109.83984,0.140000001,561.6599731,28,0,5,0,10,4,446,273,51,1
18,4,4,3,52,247.25,0.039999999,23.75,10.40999985,5872.290039,0.079999998,326.2399902,15,0,1,0,17,148,283,126,120,1
69,22,21,6,185,1064.650024,0.050000001,19.80999947,53.72999954,21095.35938,0.349999994,1171.959961,53,0,7,7,17,95,38,420,92,1
12,3,3,1,40,183.3999939,0.07,15,12.22999954,2750.97998,0.059999999,152.8300018,9,0,1,0,13,148,208,67,100,1
12,2,1,1,16,59.20999908,0.209999993,4.800000191,12.32999992,284.1900024,0.02,15.78999996,7,0,3,0,65,113,4,387,71,1
26,5,5,1,64,317.0700073,0.059999999,15.78999996,20.09000015,5005.149902,0.109999999,278.0599976,19,0,5,0,14,42,340,193,138,1
73,15,14,15,252,1506.27002,0.039999999,23.5,64.08999634,35397.44922,0.5,1966.530029,52,4,14,0,20,105,100,461,70,1
70,8,1,7,178,920.25,0.050000001,21.95000076,41.91999817,20203.59961,0.310000002,1122.420044,52,6,9,0,10,75,32,407,34,1
53,6,4,5,147,741.5300293,0.059999999,16,46.34999847,11864.41016,0.25,659.1300049,38,4,8,0,8,73,563,371,10,1
46,2,1,2,113,593.0200195,0.109999999,9.109999657,65.12000275,5400.680176,0.200000003,300.0400085,23,7,13,0,4,87,478,353,71,1
41,7,1,5,139,796.1799927,0.050000001,18.79000092,42.38000107,14958.5498,0.270000011,831.0300293,33,2,4,0,19,93,529,393,22,1
214,13,1,10,485,3039.389893,0.02,47.91999817,63.41999817,145652.4063,1.00999999,8091.799805,126,65,19,0,25,115,260,113,51,1
167,13,1,13,541,3654.389893,0.029999999,29.89999962,122.2200012,109266.3828,1.220000029,6070.350098,125,8,32,0,22,156,284,149,64,1
21,3,1,2,49,224.6600037,0.07,14.69999981,15.27999973,3302.550049,0.07,183.4700012,15,0,4,0,10,4,241,137,100,1
34,9,1,4,107,519.789978,0.039999999,27.69000053,18.77000046,14394.57031,0.170000002,799.7000122,31,0,1,0,13,33,478,328,44,1
15,2,1,2,27,102.8000031,0.219999999,4.5,22.84000015,462.5899963,0.029999999,25.70000076,9,1,3,0,58,148,91,30,71,1
28,5,1,3,67,331.9299927,0.079999998,12.76000023,26,4237,0.109999999,235.3899994,14,0,12,0,10,62,321,240,138,1
148,14,8,9,475,3083.629883,0.029999999,38.13999939,80.83999634,117618.4688,1.029999971,6534.359863,112,10,21,1,26,130,260,102,65,1
42,7,1,5,149,808.5100098,0.039999999,26.95999908,29.98999977,21794.71094,0.270000011,1210.819946,33,3,3,1,19,77,553,393,22,1
145,19,12,18,392,2610.02002,0.059999999,17.21999931,151.5399933,44953.73828,0.870000005,2497.429932,127,1,13,2,13,156,162,108,82,1
54,3,1,2,194,1121.579956,0.050000001,21.15999985,53,23735.14063,0.370000005,1318.619995,43,5,4,0,16,98,25,447,100,1
34,9,4,7,352,2062.01001,0.029999999,36.58000183,56.36999893,75426.13281,0.689999998,4190.339844,29,0,3,0,19,99,167,53,44,1
40,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,1
43,8,5,4,66,320.6300049,0.109999999,8.819999695,36.34000015,2829.060059,0.109999999,157.1699982,27,4,9,1,8,62,361,182,34,1
97,33,30,11,462,2424.540039,0.01,113.4700012,21.37000084,275104.75,0.810000002,15283.59961,53,31,10,0,22,49,277,64,117,1
74,7,1,6,252,1383.949951,0.02,51.75,26.73999977,71619.25781,0.460000008,3978.850098,57,13,4,0,22,75,95,468,22,1
28,4,1,2,69,338.5799866,0.059999999,16.35000038,20.70999908,5534.410156,0.109999999,307.4700012,20,0,6,0,14,33,384,182,120,1
32,9,1,1,50,250,0.129999995,7.940000057,31.47999954,1985.290039,0.079999998,110.2900009,22,0,8,0,11,62,283,104,3,1
81,15,10,14,266,1485.599976,0.050000001,20.43000031,72.72000122,30348.68945,0.5,1686.040039,72,4,2,1,9,95,98,18,70,1
11,2,1,2,17,56.47000122,0.289999992,3.5,16.13999939,197.6499939,0.02,10.97999954,9,0,0,0,54,113,4,412,71,1
11,2,1,2,17,56.47000122,0.289999992,3.5,16.13999939,197.6499939,0.02,10.97999954,9,0,0,0,54,113,4,412,71,1
7,1,1,1,13,44.97000122,0.289999992,3.5,12.85000038,157.3999939,0.01,8.739999771,4,0,1,0,61,101,560,303,1,1
99,20,20,2,136,691.8900146,0.050000001,19,36.41999817,13146,0.230000004,730.3300171,53,36,8,0,14,62,578,291,84,1
7,2,1,1,12,39.86000061,0.209999993,4.670000076,8.539999962,186.0299988,0.01,10.32999992,5,0,0,0,61,89,535,303,71,1
12,5,5,1,35,151.2700043,0.07,14,10.80000019,2117.73999,0.050000001,117.6500015,10,0,0,0,10,125,185,30,138,1
26,1,1,1,74,339.2900085,0.059999999,16.79999924,20.20000076,5700.029785,0.109999999,316.6700134,10,7,6,0,10,4,423,171,1,1
80,14,1,12,191,1072.410034,0.059999999,16.98999977,63.13999939,18215.18945,0.360000014,1011.960022,63,3,10,2,11,94,42,428,67,1
96,5,1,3,341,2117.419922,0.029999999,28.70000076,73.76999664,60777.89844,0.709999979,3376.550049,63,17,14,0,19,118,134,74,138,1
24,2,1,2,59,250.6300049,0.07,15.13000011,16.56999969,3790.73999,0.079999998,210.6000061,15,2,5,0,7,148,329,147,71,1
78,13,4,6,347,2006.130005,0.02,54.63000107,36.72999954,109584.9531,0.670000017,6088.049805,51,16,9,0,22,92,146,70,64,1
269,75,63,42,1119,7977.669922,0.01,99,80.58000183,789789.125,2.660000086,43877.17188,226,19,17,4,49,167,509,313,30,1
234,23,16,15,637,4104.160156,0.02,59.40000153,69.08999634,243786.8125,1.370000005,13543.70996,134,81,17,0,26,126,333,198,93,1
31,4,1,3,103,551.8300171,0.07,13.56000042,40.70000076,7481.509766,0.180000007,415.6400146,23,0,6,0,11,82,452,336,120,1
32,4,1,3,103,551.8300171,0.07,13.56000042,40.70000076,7481.509766,0.180000007,415.6400146,24,0,6,0,11,82,452,336,120,1
42,15,10,7,194,995.0800171,0.02,50.25,19.79999924,50002.82031,0.330000013,2777.929932,29,6,2,3,20,42,62,401,70,1
115,19,17,14,246,1326.51001,0.029999999,31.12999916,42.61999893,41287.62891,0.439999998,2293.76001,76,20,14,3,16,78,107,441,82,1
34,6,6,3,105,529.6599731,0.029999999,30,17.65999985,15889.83984,0.180000007,882.7700195,24,1,7,0,19,33,492,298,10,1
53,10,8,4,182,1010.940002,0.02,42.09999847,24.02000046,42555.55859,0.340000004,2364.199951,42,1,8,0,25,73,42,404,51,1
29,3,1,3,101,530.039978,0.090000004,11.69999981,45.29999924,6201.47998,0.180000007,344.5299988,28,0,1,0,9,80,452,328,100,1
10,2,1,2,29,129.3200073,0.180000007,5.5,23.51000023,711.2800293,0.039999999,39.52000046,8,0,0,0,7,15,127,17,71,1
11,2,1,2,33,149.2799988,0.170000002,5.960000038,25.04999924,889.4500122,0.050000001,49.40999985,9,0,0,0,7,25,152,41,71,1
38,5,3,5,146,810.9699707,0.059999999,16,50.68999863,12975.51953,0.270000011,720.8599854,34,0,2,0,13,91,544,393,138,1
23,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,100,1
7,2,1,2,23,94.01000214,0.230000004,4.440000057,21.14999962,417.8299866,0.029999999,23.20999908,5,0,0,0,65,161,65,4,71,1
14,6,1,6,66,306.4899902,0.159999996,6.21999979,49.25999832,1907.079956,0.100000001,105.9499969,12,0,0,0,61,66,304,248,10,1
36,6,5,5,157,857.1300049,0.059999999,15.93999958,53.79000092,13658.79004,0.289999992,758.8200073,31,1,2,0,9,91,539,427,10,1
16,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,71,1
42,7,1,4,116,617.3400269,0.050000001,19.89999962,31.01000023,12288.08008,0.209999993,682.6699829,33,0,7,0,17,73,515,322,22,1
15,2,1,2,35,151.2700043,0.189999998,5.329999924,28.36000061,806.7600098,0.050000001,44.81999969,13,0,2,0,65,25,138,80,71,1
15,2,1,2,35,151.2700043,0.189999998,5.329999924,28.36000061,806.7600098,0.050000001,44.81999969,13,0,2,0,65,25,138,80,71,1
15,3,1,3,45,197.6499939,0.150000006,6.460000038,30.59000015,1277.150024,0.07,70.94999695,10,0,3,0,65,33,196,137,100,1
15,3,1,3,45,197.6499939,0.150000006,6.460000038,30.59000015,1277.150024,0.07,70.94999695,10,0,3,0,65,33,196,137,100,1
50,11,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,53,1
12,2,1,2,30,125.0999985,0.25999999,3.819999933,32.75,477.6499939,0.039999999,26.54000092,10,0,0,0,61,15,127,30,71,1
294,117,117,113,1494,9417.849609,0.01,87.23000336,107.9700012,821500.75,3.140000105,45638.92969,258,17,13,2,21,122,17,330,60,1
40,7,1,5,107,548.8300171,0.050000001,19.5,28.14999962,10702.25,0.180000007,594.5700073,30,1,5,2,11,72,446,355,22,1
10,6,6,2,151,774.5200195,0.039999999,23.29000092,33.25,18041.80078,0.25999999,1002.320007,7,0,1,0,16,62,25,322,10,1
80,11,9,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,53,1
79,3,1,3,168,979.9299927,0.07,14.46000004,67.75,14173.91992,0.330000013,787.4400024,71,0,6,0,11,105,553,438,100,1
73,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,51,1
78,9,4,8,239,1434,0.029999999,34.88999939,41.09999847,50039.05078,0.479999989,2779.949951,56,0,21,0,25,99,75,8,44,1
23,2,1,2,47,225.9499969,0.150000006,6.789999962,33.25999832,1535.099976,0.079999998,85.27999878,18,0,3,0,7,62,220,137,71,1
49,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,1
76,3,1,3,237,1405.579956,0.039999999,23.52000046,59.75,33064.71094,0.469999999,1836.930054,65,0,9,0,17,105,70,10,100,1
70,4,4,3,252,1523.189941,0.039999999,25.40999985,59.95000076,38699.57813,0.50999999,2149.97998,54,4,10,0,22,106,99,463,120,1
162,27,5,15,492,3261.639893,0.029999999,33.11000061,98.51000214,107986.8438,1.090000033,5999.27002,123,19,16,2,24,142,259,122,105,1
44,16,13,5,474,2675.189941,0.02,55.38999939,48.29000092,148186.2969,0.889999986,8232.570313,32,6,3,0,21,87,297,56,73,1
30,5,1,4,106,592.0100098,0.07,14.69999981,40.27000046,8702.490234,0.200000003,483.4700012,29,0,1,0,16,90,457,345,138,1
22,3,1,1,77,338.2099915,0.079999998,12.27000046,27.55999947,4150.740234,0.109999999,230.6000061,15,0,4,1,4,15,423,203,100,1
